,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
409,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/3eoxyIurd3",Thu Nov 08 03:52:26 +0000 2018,0.5106,0.155,0.845,0.0
410,Fox News,‘Brady Bunch’ cast to take part in TV home’s renovation: report https://t.co/rebtV4qkql,Thu Nov 08 03:48:00 +0000 2018,0.0,0.0,1.0,0.0
411,Fox News,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",Thu Nov 08 03:42:00 +0000 2018,-0.296,0.0,0.804,0.196
412,Fox News,"11-year-old in North Carolina charged with putting needles in Halloween candy, police say https://t.co/Dm3F07wpIt",Thu Nov 08 03:35:00 +0000 2018,-0.2023,0.0,0.878,0.122
413,Fox News,Rhino rescue? Scientists may hold key to saving northern white rhinoceros from extinction  https://t.co/VUifTtCbTk,Thu Nov 08 03:29:00 +0000 2018,0.5106,0.202,0.798,0.0
414,Fox News,"RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo",Thu Nov 08 03:23:02 +0000 2018,0.0,0.0,1.0,0.0
415,Fox News,"Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA",Thu Nov 08 03:23:00 +0000 2018,0.0,0.0,1.0,0.0
416,Fox News,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a,Thu Nov 08 03:16:01 +0000 2018,0.0,0.0,1.0,0.0
417,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/xF54bEhvOA",Thu Nov 08 03:11:00 +0000 2018,0.4939,0.158,0.842,0.0
418,Fox News,Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD,Thu Nov 08 03:04:00 +0000 2018,-0.0772,0.17,0.638,0.191
419,Fox News,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK,Thu Nov 08 03:01:47 +0000 2018,-0.4215,0.0,0.743,0.257
420,CNN,Our long-held notions of boys as being more stoic and girls as being more expressive may lead Americans to overrate… https://t.co/JR8NEnTxme,Sun Feb 03 12:01:01 +0000 2019,0.0,0.0,1.0,0.0
421,CNN,"Is breakfast really the most important meal of the day?

A new study finds that eating breakfast may not actually h… https://t.co/LSD4UL1wpd",Sun Feb 03 11:31:00 +0000 2019,0.3306,0.105,0.895,0.0
422,CNN,Here's a look back at some of the most memorable costumes from Super Bowl halftime shows past… https://t.co/tBNtagBOvY,Sun Feb 03 11:01:08 +0000 2019,0.5994,0.196,0.804,0.0
423,CNN,This self-taught teen pianist plays with four fingers and two prosthetic legs https://t.co/DmhJaxU3ZI https://t.co/IFRdGa1ni6,Sun Feb 03 10:31:00 +0000 2019,0.25,0.133,0.867,0.0
424,CNN,A mild traumatic brain injury -- such as from a car crash or violent assault -- may be linked to a higher risk of P… https://t.co/TB7Qi7ozcg,Sun Feb 03 10:01:05 +0000 2019,-0.9584,0.0,0.472,0.528
425,CNN,This could be the world's heaviest avocado https://t.co/dYXt28sD1e https://t.co/uUMD3K89n5,Sun Feb 03 09:31:00 +0000 2019,0.0,0.0,1.0,0.0
426,CNN,"When the clock strikes midnight on February 5, wishes of good fortune will be expressed, fireworks will explode int… https://t.co/Rn5JwBzmsv",Sun Feb 03 09:01:07 +0000 2019,0.25,0.188,0.708,0.104
427,CNN,Many fans attending Super Bowl 53 are traveling through Hartsfield-Jackson Atlanta International Airport. Here's wh… https://t.co/YeVpqCuyEF,Sun Feb 03 08:31:00 +0000 2019,0.5994,0.206,0.794,0.0
428,CNN,"After one woman paid for hotel rooms for homeless people in Chicago during the  polar vortex, an army of strangers… https://t.co/pMepRawAo8",Sun Feb 03 08:01:04 +0000 2019,0.0,0.0,1.0,0.0
429,CNN,MIT engineers have developed a robot that plays Jenga using technology they say could be used to assemble consumer… https://t.co/h3ruavSyKD,Sun Feb 03 07:31:00 +0000 2019,0.25,0.1,0.9,0.0
430,CNN,"Instead of sugary treats, fatty chips, or high-calorie sodas, a vending machine at this elementary school is filled… https://t.co/J5zOQJYJVK",Sun Feb 03 07:01:06 +0000 2019,0.0,0.0,1.0,0.0
431,CNN,"With a top speed of 207 mph and a starting price of around $215,000, the 2019 Bentley Continental GT is performance… https://t.co/d6BrZKXuXf",Sun Feb 03 06:31:00 +0000 2019,0.5622,0.205,0.795,0.0
432,CNN,"Starting in the first half of this year, Samsung phones, tablets and wearable devices will be packaged in paper, pu… https://t.co/FMT5aCqVV7",Sun Feb 03 06:01:02 +0000 2019,0.0,0.0,1.0,0.0
433,CNN,A nine-year conservation project on King Tutankhamun's tomb has finished https://t.co/vqyI8IG9LY https://t.co/QRCUYC3Uvw,Sun Feb 03 05:46:04 +0000 2019,0.0,0.0,1.0,0.0
434,CNN,Foxconn says it's sticking to its original plan of making flat screen panels at a new plant in Wisconsin following… https://t.co/ItnwA5f3mn,Sun Feb 03 05:31:00 +0000 2019,0.3182,0.108,0.892,0.0
435,CNN,Machu Picchu is now wheelchair accessible https://t.co/vB6i7jsQyy https://t.co/CybbbAbe4V,Sun Feb 03 05:16:03 +0000 2019,0.0,0.0,1.0,0.0
436,CNN,"Glaciers in the Canadian Arctic have melted enough to reveal land that was hidden for the last 40,000 years or more… https://t.co/CJzdy6j2vr",Sun Feb 03 05:01:04 +0000 2019,0.0,0.0,1.0,0.0
437,CNN,An 11-year-old girl began asking nursing home residents what three things in the world they wish they had right now… https://t.co/zgl9oIPhPt,Sun Feb 03 04:31:03 +0000 2019,0.4019,0.119,0.881,0.0
438,CNN,"European colonizers killed so many Native Americans that it changed the global climate, researchers say… https://t.co/xPVxLhrDwD",Sun Feb 03 04:00:06 +0000 2019,-0.6705,0.0,0.769,0.231
439,CNN,US cities as cold as the Arctic. An Australian inferno. The UK covered in snow. It's only one month into 2019 and e… https://t.co/UfXAKnrO5S,Sun Feb 03 03:31:09 +0000 2019,0.0,0.0,1.0,0.0
440,BBC News (World),Deadly school bridge collapse in South Africa https://t.co/YRnzlSLped,Fri Feb 01 17:19:33 +0000 2019,-0.4939,0.0,0.686,0.314
441,BBC News (World),"A leopard on the loose causes chaos in Indian town, running wild for 12 hours and injuring six people

[Tap to expa… https://t.co/jZEYA0cvJy",Fri Feb 01 16:27:21 +0000 2019,-0.7184,0.0,0.769,0.231
442,BBC News (World),Xinjiang: Ex-Blackwater chief's security firm linked to China training centre https://t.co/BvfpRAxwpC,Fri Feb 01 16:26:52 +0000 2019,0.34,0.194,0.806,0.0
443,BBC News (World),Turkey warned over Venezuela gold trade https://t.co/7lMGyLAAXA,Fri Feb 01 16:26:49 +0000 2019,-0.2732,0.0,0.741,0.259
444,BBC News (World),"RT @BBCNorthAmerica: Calling all New Yorkers! Are you in a romantic relationship with someone of a different race, ethnicity or culture?

D…",Fri Feb 01 15:46:58 +0000 2019,0.4574,0.136,0.864,0.0
445,BBC News (World),"RT @bbcworldservice: In a major investigation, @BBCArabic visited the site of three US strikes on al-Qaeda targets in Yemen in 2017. They f…",Fri Feb 01 15:35:14 +0000 2019,-0.3612,0.0,0.894,0.106
446,BBC News (World),"RT @BBC_HaveYourSay: ""You don't owe anyone any money"" 

""You haven't upset anyone""

How reassuring phrases written on a whiteboard for a mo…",Fri Feb 01 15:04:34 +0000 2019,0.5972,0.213,0.787,0.0
447,BBC News (World),"RT @BBCNorthAmerica: Exhaustion. Alienation. Lack of accomplishment.

Those are three symptoms of “burnout” – and if they sound familiar an…",Fri Feb 01 14:52:05 +0000 2019,-0.7096,0.0,0.699,0.301
448,BBC News (World),"11-year-old girl raises $62,000 for US care home residents, to help them afford little things that ""make life sweet… https://t.co/YvX06aLcok",Fri Feb 01 14:51:29 +0000 2019,0.7096,0.247,0.753,0.0
449,BBC News (World),EU-Japan trade: Five things about the world's biggest deal https://t.co/o8fyMCq0Kl,Fri Feb 01 14:49:39 +0000 2019,0.0,0.0,1.0,0.0
450,BBC News (World),US imposes visa restrictions on Ghana over deportee row https://t.co/YxXBZMhIdg,Fri Feb 01 14:09:45 +0000 2019,-0.1027,0.0,0.865,0.135
451,BBC News (World),'El Chapo' Guzmán: The story of the notorious Mexican drugs boss https://t.co/CUlET0yF2B,Fri Feb 01 14:00:20 +0000 2019,-0.4404,0.0,0.791,0.209
452,BBC News (World),The acts of kindness melting hearts in the polar vortex https://t.co/O2bswsa7DE,Fri Feb 01 13:47:32 +0000 2019,0.4588,0.231,0.769,0.0
453,BBC News (World),France puts up food and drink prices under new law https://t.co/pngjm46TiE,Fri Feb 01 13:27:29 +0000 2019,0.0,0.0,1.0,0.0
454,BBC News (World),India budget: Will India buy Narendra Modi's story of hope again? https://t.co/XIdPqVcit4,Fri Feb 01 13:26:11 +0000 2019,0.4404,0.209,0.791,0.0
455,BBC News (World),Probe into Irish 'abortion patient details leak' https://t.co/lK0C9Soyjv,Fri Feb 01 12:44:26 +0000 2019,-0.34,0.0,0.745,0.255
456,BBC News (World),Cory Booker: New Jersey Democrat joins presidential race https://t.co/jtJJUC592K,Fri Feb 01 12:07:46 +0000 2019,0.0,0.0,1.0,0.0
457,BBC News (World),Polar vortex death toll rises to 21 as US cold snap continues https://t.co/CU3iwyewln,Fri Feb 01 11:56:14 +0000 2019,-0.5994,0.0,0.755,0.245
458,BBC News (World),Pangolins: Hong Kong finds 'record' haul of scales in shipping container https://t.co/OqTHvmo9FA,Fri Feb 01 11:21:41 +0000 2019,0.0,0.0,1.0,0.0
459,BBC News (World),Swedish outcry as pregnant woman dragged off train https://t.co/x67uQajSBe,Fri Feb 01 11:13:05 +0000 2019,-0.5423,0.0,0.609,0.391
460,CBS News,King Tut's tomb unveiled after being restored to its ancient splendor https://t.co/Ga0y2r1UgN https://t.co/x2aFJPgj1W,Sun Feb 03 09:18:03 +0000 2019,0.7506,0.368,0.632,0.0
461,CBS News,How a game-changing helmet design could prevent concussions https://t.co/A0B4NBdtoB https://t.co/HId2CoaDIY,Sun Feb 03 09:03:02 +0000 2019,0.0258,0.121,0.879,0.0
462,CBS News,Meghan Markle writes messages to sex workers on bananas https://t.co/lAmE2QJnhg https://t.co/ZvBpoB2FD1,Sun Feb 03 08:48:03 +0000 2019,0.0,0.0,1.0,0.0
463,CBS News,Tekashi 6ix9ine pleads guilty in federal court to gang charges https://t.co/FK3HQWI7rk https://t.co/qYByBeLSFd,Sun Feb 03 08:33:02 +0000 2019,-0.5994,0.0,0.671,0.329
464,CBS News,"Lawmaker: Measles vaccine is not about ""parental rights"" https://t.co/eHoXQ1JI90 https://t.co/6weSPvB0r8",Sun Feb 03 08:18:02 +0000 2019,0.0,0.0,1.0,0.0
465,CBS News,Super Bowl 2019: Rams invite widow and son of Borderline shooting hero https://t.co/yHoLRlvxdc https://t.co/OILNQChtYs,Sun Feb 03 08:03:02 +0000 2019,0.8442,0.453,0.547,0.0
466,CBS News,"Super Bowl 2019: Patriots owner Robert Kraft is ""quite confident"" Bill Belichick won't retire this year… https://t.co/WqzMoTfJMh",Sun Feb 03 07:48:03 +0000 2019,0.8122,0.33,0.67,0.0
467,CBS News,"""He was my boogeyman"":  Another accuser of Houston priest comes forward https://t.co/Mj2UIt7po6 https://t.co/16zOvHXd0h",Sun Feb 03 07:33:02 +0000 2019,0.0,0.0,1.0,0.0
468,CBS News,Amazon reports record profits for third quarter in a row https://t.co/A2wVu4wikM https://t.co/ssphWKxQ0k,Sun Feb 03 07:18:03 +0000 2019,0.5574,0.338,0.662,0.0
469,CBS News,Protests held outside NYC correctional facility with limited heat https://t.co/QQ7NWyccSY https://t.co/GG2aRke2tj,Sun Feb 03 07:03:03 +0000 2019,-0.4215,0.0,0.703,0.297
470,CBS News,"Jeff Flake ""will not be a candidate"" in 2020 presidential race https://t.co/FxAA5SRg9b https://t.co/YyF0ZbHTG0",Sun Feb 03 06:48:02 +0000 2019,0.0,0.0,1.0,0.0
471,CBS News,"In the shadow of a wall, kids from both sides of the border bond over tennis https://t.co/6aQGVBFmTt https://t.co/bX3gJAbNZ7",Sun Feb 03 06:33:02 +0000 2019,0.0,0.0,1.0,0.0
472,CBS News,"""Mobituaries"": Mo Rocca shares the stories of ""Forgotten Forerunners"" https://t.co/lauBl4GKCY https://t.co/ENtnmGkGQ3",Sun Feb 03 06:18:03 +0000 2019,0.0772,0.168,0.687,0.145
473,CBS News,Critically ill football fans get their wish to attend Super Bowl LIII https://t.co/5luzF0U8e9 https://t.co/6PF5QYGQRL,Sun Feb 03 06:03:02 +0000 2019,0.5859,0.324,0.539,0.137
474,CBS News,Trump says Paul Ryan reneged on deal to fund border wall https://t.co/xIZrfKiAdq https://t.co/YniLcHiMfe,Sun Feb 03 05:48:03 +0000 2019,0.0,0.0,1.0,0.0
475,CBS News,Black Hawk helicopter and bomb-sniffing dogs: How Atlanta is protecting the Super Bowl https://t.co/qIT1drUzvN https://t.co/wQCC83jVcS,Sun Feb 03 05:33:02 +0000 2019,0.5994,0.218,0.782,0.0
476,CBS News,Purdue Pharma lawsuit redactions apparently show company wanted to capitalize on opioid addiction treatment… https://t.co/xeickNLJ1o,Sun Feb 03 05:18:02 +0000 2019,-0.2263,0.0,0.881,0.119
477,CBS News,Venezuelan opposition holds huge rally amid first major army defection against Maduro https://t.co/7hpovuHrh2 https://t.co/LxnaEBM15Q,Sun Feb 03 05:03:03 +0000 2019,-0.0258,0.138,0.719,0.144
478,CBS News,"Pelosi is ""very bad for our country,"" Trump says in exclusive CBS News interview https://t.co/uISTne3bac https://t.co/hnz7lIhjX3",Sun Feb 03 04:48:03 +0000 2019,-0.5095,0.078,0.726,0.197
479,CBS News,Coffee shop uses cup sleeves to inspire customers to pay it forward https://t.co/3oXzGjFgaB https://t.co/Wtc5O6ZTw3,Sun Feb 03 04:33:02 +0000 2019,0.5106,0.216,0.702,0.082
480,The New York Times,What would Medicare for All mean for private insurance plans? Many Democratic presidential candidates in the U.S. s… https://t.co/q5PMdVfzDN,Sun Feb 03 13:00:13 +0000 2019,0.0,0.0,1.0,0.0
481,The New York Times,"""Where is the warden? Where is the heat?"" https://t.co/xyPthxJuaU",Sun Feb 03 12:45:04 +0000 2019,0.0,0.0,1.0,0.0
482,The New York Times,"A brutal game got them hooked on painkillers. In retirement, they battle addiction. Here's how the opioid crisis co… https://t.co/gQXrCNFRVi",Sun Feb 03 12:30:07 +0000 2019,-0.8957,0.0,0.597,0.403
483,The New York Times,"In Opinon

@DLeonhardt writes, ""Too often, journalists confuse centrism with fairness, objectivity or common-sense… https://t.co/O0rsDRamZO",Sun Feb 03 12:15:02 +0000 2019,-0.2263,0.0,0.881,0.119
484,The New York Times,Sweating through winter in an overenthusiastically heated  apartment? Here are some ways to cool things off. https://t.co/mtP2d6Q4nu,Sun Feb 03 11:51:57 +0000 2019,0.3182,0.126,0.874,0.0
485,The New York Times,"""Last year’s 'summer of scam' has extended into a never-ending, all-weather 'scam season,'"" writes @amandahess https://t.co/rC4tnAIJWs",Sun Feb 03 11:34:26 +0000 2019,-0.8126,0.0,0.637,0.363
486,The New York Times,RT @NYTHealth: The official cause of Lamekia Dockery's death was sepsis from an untreated perforated ulcer. Read how @sarahmaslinnir obtain…,Sun Feb 03 11:16:53 +0000 2019,-0.5994,0.0,0.83,0.17
487,The New York Times,Russia says it will build weapons previously banned under a nuclear disarmament treaty and will no longer initiate… https://t.co/LWX38QBpXf,Sun Feb 03 11:00:12 +0000 2019,-0.7964,0.0,0.649,0.351
488,The New York Times,"""I wanted to face childbirth with the same kind of confidence that radiated from the runners I admired. So I turned… https://t.co/utL4s2K1xY",Sun Feb 03 10:33:40 +0000 2019,0.7436,0.259,0.741,0.0
489,The New York Times,"RT @nytimesphoto: Spanning time and continents, Ozier Muhammad photographed the famous and the unknown with dignity and respect https://t.c…",Sun Feb 03 10:16:32 +0000 2019,0.7003,0.254,0.746,0.0
490,The New York Times,New video shows the moment of a fatal dam collapse in Brazil. Vehicles are seen racing around to escape the wave of… https://t.co/CsG7X6KPWJ,Sun Feb 03 10:00:04 +0000 2019,-0.7184,0.062,0.693,0.245
491,The New York Times,Here are some tips to get your digital life in order https://t.co/VxO9zBzkty,Sun Feb 03 09:33:38 +0000 2019,0.0,0.0,1.0,0.0
492,The New York Times,"RT @nytimesarts: Why is ""Paradise Square"" the costliest musical ever mounted at the Berkeley Repertory Theater? “It’s about two brutalized…",Sun Feb 03 09:17:22 +0000 2019,0.6369,0.181,0.819,0.0
493,The New York Times,"Gliding through the air, glowing in the dark — is there nothing flying squirrels can't do? https://t.co/SYqzKYebZc",Sun Feb 03 08:59:20 +0000 2019,0.0,0.0,1.0,0.0
494,The New York Times,A beginner's guide to podcasts https://t.co/80aCM2sHSE,Sun Feb 03 08:41:42 +0000 2019,0.0,0.0,1.0,0.0
495,The New York Times,"RT @NYTScience: How do some young doctors feel on the job? ""I didn’t realize there would be so many deaths.” https://t.co/jOQCoC6N5X",Sun Feb 03 08:23:48 +0000 2019,0.0,0.0,1.0,0.0
496,The New York Times,"RT @wirecutter: After testing 11 boxed chocolate brands, we were surprised to discover that high price doesn’t necessarily translate to gre…",Sun Feb 03 08:06:22 +0000 2019,0.2263,0.087,0.913,0.0
497,The New York Times,"In Opinion

Sarah Hutto writes, ""Football is moshing in shiny pants without music while wearing helmets. Skydiving… https://t.co/Sh4Px4LbrS",Sun Feb 03 07:49:01 +0000 2019,0.0,0.0,1.0,0.0
498,The New York Times,"RT @nytimesworld: The taboo, which has its roots in Hinduism, is called chhaupadi, from the Nepali words meaning someone who bears an impur…",Sun Feb 03 07:31:53 +0000 2019,0.0,0.0,1.0,0.0
499,The New York Times,"RT @meslackman: 日本のワーキングマザー　妻の過大な負担・夫の過少な支援 (Yes, this article by @motokorich is  in Japanese, too!) https://t.co/PIP3sWkl4b",Sun Feb 03 07:15:05 +0000 2019,0.0,0.0,1.0,0.0
